Malonjo01,1877,1,0,1,0
Mannija01,1877,1,1,10,1
Mathebo01,1877,1,1,0,0
Mckened01,1877,1,0,1,0
Meyerle01,1877,1,0,1,0
Mitchbo01,1877,1,0,1,1
Morrijo01,1877,1,0,0,11
Murnati01,1877,1,0,25,5
Nichotr01,1877,1,0,14,2
Orourji01,1877,1,23,35,3
Pikeja01,1877,1,0,0,1
Pikeli01,1877,1,0,38,0
Quinnpa02,1877,1,0,0,4
Remseja01,1877,1,0,33,0
Roweda01,1877,1,0,0,2
Ryanjo01,1877,1,1,5,0
Schafha01,1877,1,1,0,22
Shaffor01,1877,1,0,1,60
Smithha01,1877,1,0,7,3
Smithha01,1877,2,0,3,0
Snydepo01,1877,1,0,0,1
Tayloli01,1877,1,2,0,0
Waittch01,1877,1,0,0,10
Whitede01,1877,1,0,0,19
Wrighha01,1877,1,0,1,0
Yorkto01,1877,1,56,0,0
Ansonca01,1878,1,45,3,0
Bennech01,1878,1,0,16,4
Bondto01,1878,1,0,0,2
Brownle01,1878,1,0,0,1
Cassijo01,1878,1,0,0,60
Clappjo01,1878,1,44,0,0
Creamge01,1878,1,0,16,4
Croftar01,1878,1,9,0,0
Dalryab01,1878,1,61,0,0
Dickebu01,1878,1,10,19,0
Flintsi01,1878,1,5,0,4
Goldemi01,1878,1,0,25,14
Halliji01,1878,1,11,0,0
Halliji01,1878,2,2,1,0
Harbibi01,1878,1,4,3,1
Healeto01,1878,2,3,0,0
Highadi01,1878,1,0,0,62
Hinespa01,1878,1,0,61,0
Holbebi01,1878,1,0,0,30
Jonesch01,1878,1,51,10,0
Kellyki01,1878,1,0,0,47
Knowdja01,1878,1,0,0,1
Larkite01,1878,1,1,0,0
Leonaan01,1878,1,60,0,0
Mannija01,1878,1,0,3,56
Mcclebi01,1878,1,0,0,1
Mccorji01,1878,1,0,3,0
Mckelru01,1878,1,0,62,0
Mitchbo01,1878,1,0,1,1
Morgapi01,1878,1,0,1,12
Morrijo01,1878,1,0,1,0
Murnati01,1878,1,0,1,0
Nolanth01,1878,1,0,1,0
Orourji01,1878,1,0,57,0
Pikeli01,1878,1,0,31,0
Redmobi01,1878,1,0,4,3
Reisla01,1878,1,1,0,0
Remseja01,1878,1,0,56,0
Schafha01,1878,1,0,0,2
Shaffor01,1878,1,1,0,63
Snydepo01,1878,1,0,0,2
Sullibi01,1878,1,2,0,0
Warnefr01,1878,1,2,0,0
Weavesa01,1878,1,0,4,5
Whitede01,1878,1,0,0,16
Yorkto01,1878,1,62,0,0
Adamsge01,1879,1,0,2,0
Allenja01,1879,1,0,0,3
Allenja01,1879,2,0,2,0
Bondto01,1879,1,0,1,4
Bradlge01,1879,1,0,0,1
Brownle01,1879,1,0,0,6
Burkemi01,1879,1,0,1,4
Carpehi01,1879,1,0,0,11
Cassijo01,1879,1,0,3,5
Clappaa01,1879,1,7,1,3
Clappjo01,1879,1,0,0,7
Creamge01,1879,1,0,1,1
Crowlbi01,1879,1,3,1,39
Dalryab01,1879,1,66,1,4
Deckefr01,1879,1,0,0,1
Dickebu01,1879,1,81,0,0
Dorgami01,1879,1,0,0,16
Edench01,1879,1,0,1,79
Eggleda01,1879,1,0,78,0
Evansja01,1879,1,2,7,64
Flintsi01,1879,1,0,0,1
Foleycu01,1879,1,0,2,15
Foleywi01,1879,1,0,0,25
Gilliba01,1879,1,21,2,0
Goldsfr01,1879,1,0,2,0
Gorege01,1879,1,0,48,6
Gunklfr01,1879,1,0,0,1
Hallal01,1879,1,2,63,2
Hankifr01,1879,1,10,4,0
Harbibi01,1879,1,1,3,0
Hawesbi01,1879,1,1,7,26
Hinespa01,1879,1,0,85,0
Hoffmhi01,1879,1,0,0,1
Holbebi01,1879,1,0,3,1
Hornujo01,1879,1,76,0,1
Hotalpe01,1879,1,0,67,2
Houcksa01,1879,1,1,5,42
Jonesch01,1879,1,83,0,0
Kellyki01,1879,1,0,2,27
Kellyki02,1879,2,0,0,2
Larkite01,1879,1,2,1,0
Maculji01,1879,1,0,26,0
Magnejo01,1879,1,0,1,0
Mansemi01,1879,1,67,0,0
Manseto01,1879,1,38,2,0
Manseto01,1879,2,0,0,1
Mathebo01,1879,1,0,0,21
Mccorha01,1879,1,0,2,5
Mccorji01,1879,1,6,7,0
Mcgunbi01,1879,1,0,0,34
Mcveyca01,1879,1,0,1,6
Mitchbo01,1879,1,0,8,1
Neaglja01,1879,1,0,1,1
Nelsoca01,1879,1,4,0,0
Olearda01,1879,1,0,0,2
Orourji01,1879,1,2,0,56
Orourjo01,1879,1,0,70,1
Osterch01,1879,1,0,1,0
Phillbi01,1879,1,0,1,1
Purcebl01,1879,1,0,10,37
Purcebl01,1879,2,0,7,3
Reillch01,1879,1,1,0,1
Remseja01,1879,1,5,26,0
Richmjo01,1879,1,4,29,2
Rileybi01,1879,1,43,0,0
Roweja01,1879,1,0,0,2
Salisha01,1879,1,0,1,0
Shaffor01,1879,1,0,0,72
Snydepo01,1879,1,0,0,2
Startjo01,1879,1,0,0,1
Stockle01,1879,1,0,1,1
Striege01,1879,1,1,54,1
Sullide01,1879,1,0,0,1
Tayloli01,1879,1,24,0,0
Wardjo01,1879,1,4,0,4
Warnefr01,1879,1,13,7,1
Wheelha01,1879,1,0,0,1
Whitede01,1879,1,0,4,18
Yorkto01,1879,1,81,0,0
Bealsto01,1880,1,0,0,10
Bennech01,1880,1,0,3,3
Bondto01,1880,1,0,0,26
Bradlge01,1880,1,1,0,6
Bushodo01,1880,1,0,0,1
Cassijo01,1880,1,0,47,35
Clappjo01,1880,1,1,9,0
Corcola01,1880,1,0,5,3
Coreyfr01,1880,1,2,6,21
Cranesa01,1880,1,0,1,0
Crowlbi01,1880,1,8,21,48
Dalryab01,1880,1,86,0,0
Dickebu01,1880,1,0,29,1
Dickebu01,1880,2,0,31,0
Dignast01,1880,1,1,0,7
Dignast01,1880,2,0,3,0
Dorgaje01,1880,1,0,0,9
Dorgami01,1880,1,0,0,77
Driscde01,1880,1,0,14,0
Esterdu01,1880,1,1,14,0
Evansja01,1880,1,0,6,41
Ewingbu01,1880,1,0,0,4
Flintsi01,1880,1,0,4,10
Foleycu01,1880,1,0,0,35
Galvipu01,1880,1,1,18,0
Gardngi01,1880,1,0,1,0
Geerbi01,1880,1,0,0,1
Gillepe01,1880,1,82,0,0
Gilliba01,1880,1,0,4,0
Goldsfr01,1880,1,0,10,0
Gorege01,1880,1,0,73,1
Hallal01,1880,1,3,0,0
Hankifr01,1880,1,10,2,0
Hanlone01,1880,1,67,2,0
Harbibi01,1880,1,0,1,1
Highadi01,1880,1,0,0,1
Hinespa01,1880,1,0,75,0
Holbebi01,1880,1,0,0,3
Hornujo01,1880,1,67,0,0
Hotalpe01,1880,1,2,76,0
Houcksa01,1880,1,0,2,10
Houcksa01,1880,2,38,12,2
Jonesch01,1880,1,66,1,0
Kellyki01,1880,1,0,0,64
Kennedo01,1880,1,1,1,0
Knighlo01,1880,1,0,0,49
Larkite01,1880,1,0,1,1
Lathaar01,1880,1,0,0,10
Learyja01,1880,1,0,0,1
Mannija01,1880,1,0,2,47
Mansemi01,1880,1,53,0,0
